id,name,img,sex,birthday,birthplace,summary
27246774,麦莉·赛勒斯 Miley Cyrus,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1371457261.66.webp,女,1992-11-23,"美国,田纳西州,富兰克林",因为迪士尼频道（Disney Channel)的电视剧《汉娜`蒙塔娜》(Hannah Montana)而一举成名。她在此剧中饰演一个住在美国加州来自田纳西名叫Miley的14岁女孩——麦莉·斯图尔特(Miley Stewart)，同时也是超级流行小天后Hannah Montana。
27246871,米西·派勒 Missi Pyle,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p5736.webp,女,1972-11-16,"美国,得克萨斯州,休斯敦","Pyle, the daughter of Linda and Frank Pyle, was born in Houston, Texas, and raised in Memphis, Tennessee. She has two older sisters, Debbie and Julie, two older brothers, Sam and Paul, one younger half-brother, Gordon, and a half-sister, Meredith.[citation needed] Pyle attended the North Carolina School of the Arts in Winston-Salem, North Carolina and graduated in 1995. For her achievements, Pyle was honored by the Poplar Pike Playhouse at her alma mater Germantown High School in Germantown, Tennessee."
27250756,马修·麦克格罗里 Matthew McGrory,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p27538.webp,男,1973-05-17,"美国,宾夕法尼亚州,西切斯特",暂无
27253914,阿尔伯特·芬尼 Albert Finney,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p8589.webp,男,1936-05-09,"英国,英格兰,大曼彻斯特,索尔福德","阿尔伯特·芬尼生于英格兰兰开夏(Lancashire)工业区的一个普通工人家庭，1955年毕业于著名的英国皇家戏剧艺术学院。毕业后不久，芬尼便开始在舞台上出演莎士比亚戏剧中的人物，并曾经有幸成为伟大的劳伦斯·奥利弗(Laurence Olivier)的替角，并顶替他在舞台上出演过一位骄横的古罗马军官，就此开始引起电影界的注意。
1960年，芬尼正式步入影坛，虽然其银幕处女作《艺人》(The Entertainer)并不成功，但同年拍摄的另外两部影片《年少莫轻狂》(Saturday Night And Sunday Morning)却大获成功。这部反映普通工人生活的影片成了英国现实主义电影的奠基石，也为芬尼铺就了一条辉煌的演艺之路。1963年，芬尼舍弃了出演《阿拉伯的劳伦斯》(Lawrence of Arabia)的机会，转而选择了托尼-理查逊(Tony Richardson)导演的《汤姆·琼斯》(Tom Jones)，并由此获得了他的第一个奥斯卡提名——最佳男演员。第一次冲击奥斯卡的失败使得芬尼在长达4年的时间里专心致志于戏剧舞台，没有再染指过电影。直到1967年，巨星奥黛丽·赫本(Audrey Hepburn)的魅力又把他重新吸引回影坛，并与她连袂出演了《丽人行》(Two for the Road)。
如果说阿尔伯特·芬尼的演艺生涯有任何模式的话，那么可以说，没有模式便是他的模式。他既在1969年《毕加索的夏天》(Picasso Summer)里饰演过20世纪的艺术狂热分子，也在1970年的《小气财神》(Scrooge)里饰演过狄更斯小说中的吝啬鬼；既在1973年的《第一第二》(Alpha Beta)里饰演过一位狂暴的丈夫，又在1974年的《东方快车谋杀案》(Murder on the Orient Express)里饰演过著名的比利时侦探波洛——该角色为他赢得了第二个奥斯卡提名(最佳男演员)。芬尼1983年出演的《化装师》(The Dresser)和1984年出演的《在火山下》(Under the Volcano)分别为他夺得了第三个和第四个奥斯卡提名——均为最佳男主角。
阿尔伯特·芬尼的简历也许可以这么缩写：年龄——七十好几；艺龄——四十有余；出演角色——无数；奥斯卡提名——五次；离婚——两次。对老芬尼而言，奥斯卡不奥斯卡的可能真的无所谓了，因为他早就说过：“名号并不能够多给你什么。”"
27255781,崔沃·加格农 Trevor Gagnon,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p48197.webp,男,1995-09-04,"美国,加利福尼亚州,千橡",暂无
27255829,卢顿·万恩怀特三世 Loudon Wainwright III,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1388303108.25.webp,男,1946-09-05,"美国,北卡罗来纳州,教堂山",暂无
27260177,史蒂夫·布西密 Steve Buscemi,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1091.webp,男,1957-12-13,"美国,纽约,布鲁克林","美国演员，史蒂夫·布西密曾在大小银幕中塑造过无数让人记忆犹新的鲜活人物，虽然多以配角出场，但其出色的演技丝毫不差于主角的光彩。从初涉影坛至今，布西密已经出演了将近100部电影和电视剧，时值今日，这棵常青树依然屹立不倒。2002年，他以《幽灵世界》赢得独立精神奖和纽约影评人协会的最佳男配角奖，以及金球奖提名，而他为HBO执导的电视剧《黑道家族》的部分剧集也被艾美奖和美国导演工会提名。
布西密出生在纽约的布鲁克林，在中学毕业前对表演产生了浓厚的兴趣，随后到曼哈顿学习表演，并开始创作和表演舞台剧。从影前布西密曾在纽约做了4年的消防队员，进入娱乐圈后，并没有将全部精力投入到电影中，而是时常登台表演脱口秀及舞台剧。1986年，布西密以在电影《Parting Glances》中扮演的患有艾滋病的音乐家拉开了银幕生涯的序幕。随后，他被很多著名导演看中，不断出现在吉姆·贾木许、马丁·斯科西斯、科恩兄弟、约翰·卡彭特、昆汀·塔伦蒂诺、罗伯特·奥尔特曼等人的经典作品中。80年代末开始活跃于独立制片领域，先后在科恩兄弟、塔伦蒂诺等著名独立制片导演的作品中亮相，以擅长出演古怪另类的边缘角色著称，其中以1992年的《落水狗》和1996年的《冰血暴》最为人津津乐道。1997年被英国的《帝国》杂志评为影史百位巨星第52位。
除了表演之外，布西密还是一位不错的编剧和导演，他编导的第一部短片《What Happened to Pete》就参加了鹿特丹、卢卡诺等多个影展。他的长片处女作《Trees Lounge》入围戛纳“导演双周”单元，第二部作品《动物工厂》也在圣丹斯电影节首映。如今的他是当今好莱坞独树一帜的性格男星。"
27292860,大卫·丹曼 David Denman,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p25642.webp,男,1973-07-25,"美国,加利福尼亚州,新港滩",大卫·丹曼，美国演员，曾出演《伪装者》《礼物》等影视剧。
27304872,扎克·哈内尔 Zach Hanner,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1352275799.07.webp,男,1969-06-17,"美国,北卡罗莱纳州",暂无
27414331,海利·安妮·内尔森 Hailey Anne Nelson,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p13763.webp,女,1994-09-14,美国,"Hailey Anne Nelson
出生日期：1994年9月14日
出生地：美国加利佛利亚
她2岁时就能表演。8岁时出演她的第一部电影《大鱼》。2004年8月她出演她的第三部电影《与歌同行》。2004年她获得the Young Artists awards的最佳短片表演奖提名。"
27514377,R.基斯·哈里斯 R. Keith Harris,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p36892.webp,男,,,暂无
27521397,加里·牛顿 Gary Newton,https://img3.doubanio.com/f/movie/8dd0c794499fe925ae2ae89ee30cd225750457b4/pics/movie/celebrity-default-medium.png,,,,暂无
27487457,拉塞尔·霍奇金森 Russell Hodgkinson,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p19185.webp,男,1959-08-14,美国 佛罗里达州,1959年8月14日出生在美国佛罗里达州的霍姆斯戴德空军基地中，在墨西哥湾岸区长大。17岁成为父亲，因此错过了参加美国空军82分部(U.S. Army's 82nd Airborne Division)的戏剧艺术奖学金。
27488216,艾达·泰 Ada Tai,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p34914.webp,女,,,"法国女演员，因为作品大鱼 (2003), 尖峰时刻 (1998) and Painkiller Jane (2007)而被大众所熟知。"
27488217,艾伦妮·泰 Arlene Tai,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1382247299.96.webp,女,,,暂无
27503592,迪普·罗伊 Deep Roy,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p46738.webp,男,1957年,"内罗毕, 肯尼亚","He is the holder a unique science fiction trifecta in that he is the only actor to appear in the ""Doctor Who"", ""Star Wars"" and ""Star Trek"" franchises. He played Mr Sin in the 1977 Doctor Who serial ""The Talons of Weng-Chiang"", Droopy McCool in Star Wars: Episode VI - Return of the Jedi and Keenser in Star Trek."
27206595,葛优 You Ge,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p46.webp,男,1957-04-19,"中国,北京","葛优，称得上当今中国最优秀的男演员之一，从演以来已经出演过50多部电影以及10余部电视作品；他不但手捧国内表演最高奖金鸡奖，而且荣登戛纳影帝宝座。
葛优最初的从艺之路并不顺达，早年曾投考各类艺术团体，却屡试不中。在老一代著名演员也是其父亲葛存壮的点拨下，1979年，以小品《喂猪》叩开全国总文工团的大门，当上话剧演员，接下来的几年只是在舞台上跑龙套。1984年，他才很偶然地被选中在《盛夏和她的未婚夫》中扮演了一个小角色，葛优的名字第一次上了演员表。
真正给葛优带来星运的是1988年由王朔小说改编的影片《顽主》，他的外型与表演都恰合了王朔笔下那种“冷面热心”幽默成性的小人物，他扮演的银幕形象显得轻松、到位，获当年金鸡奖最佳男演员奖提名。从此，葛优星运亨通。
北京电视台1992年春节推出的长篇电视系列剧《编辑部的故事》则使成了家喻户晓、最有观众缘的大明星。在近10年的时间里，葛优扮演了20多位影视人物，其中1993年的《活着》可视为其表演上的转折点，前期他扮演的角色大致可分为两类，一类是在一些名导演的影片中出演“反派”配角，大多是旧时代的故事。另一类则是当代生活中的喜剧式小人物。葛优的配角戏往往很有光彩。1988年，他在张艺谋执导的《代号“美洲豹”》中饰演一名劫机犯，还存有一丝初试“反派”的生疏。1989年，滕文骥拍《黄河谣》，请葛优扮演土匪头子黑骨头。1991年在何群导演的影片《烈火金刚》中扮演颇有点人情味和骨气的汉奸。接着，葛优又在黄健中的《过年》中饰演好色猥琐又假正经的大姐夫，赢得了“百花奖”最佳男配角奖。1993年陈凯歌的影片《霸王别姬》中又有葛优精彩的表演，袁四爷被押出去枪毙时，还划着台步过戏瘾的那个镜头，已成为人们津津乐道的经典。而在黄蜀芹执导的电视连续剧《围城》中，只寥寥数笔，葛优便把大作家钱钟书笔下的李梅亭描画得栩栩如生，难怪陈凯歌称葛优是“中国最绝的男演员”。
扮演当代生活中喜剧式的小人物，对葛优而言更是驾轻就熟。他出演的《马路骑士》、《喜剧明星》、《离婚大战》、《上一当》、《消失的女人》、《大撒把》和《父子婚事》等都成为大受观众欢迎的卖座片。值得一提的是在夏刚1992年执导的《大撒把》中，葛优的表演已见出圆润之感，完美地体现了影片的风格。他因此片荣膺金鸡奖影帝桂冠。而张艺谋《活着》中的主人公福贵则为葛优打开了一个表演上的新天地，他也因此而成为1994年的戛纳影帝。
1996年他与姜文联合主演了周晓文执导的大投资影片《秦颂》，饰演悲剧音乐家高渐离。1997年，葛优应香港著名女导演许鞍华之邀请，主演改编自张爱玲小说的影片《半生缘》。葛优以其良好的悟性，内向的性格，使他的表演张驰有致，以大量的平淡衬托瞬间的精彩，令人物形象既贴近生活又不乏味，并使内在的幽默感成为保持人物张力的有效手段。而他的秃头和‘不雅’，于平凡中显出不凡。
特别是从1997年的影片《甲方乙方》开始，葛优与搭档冯小刚一起开创了中国贺岁电影的局面。之后，由葛优主演、冯小刚导演的《不见不散》、《没完没了》、《大腕》、《手机》等贺岁片在中国获得了票房奇迹，深受观众喜爱，这也让葛优凭借喜剧奠定了自己在影坛的地位。葛优一直这样认为：获国际大奖只是对演员在某一部电影中表演的肯定，并不表示身价的提高。正因为如此，他一如既往地演起老百姓自己的故事，成为现在当之无愧的百姓影帝。
进入2000年之后，葛优一方面继续出演《卡拉是条狗》、《天下无贼》、《命运呼叫转移》、《气喘吁吁》、《非诚勿扰》等带有喜剧色彩的影片以及贺岁片，另一方面也尝试转型，在《夜宴》、《让子弹飞》、《赵氏孤儿》等重要影片中与冯小刚、姜文、陈凯歌等国内大导演合作，扮演各种角色，演技已成化境。
2011年年底，葛优与英皇公司进行合作，预计拍摄5年3部电影作品。"
27209184,张国荣 Leslie Cheung,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p67.webp,男,1956-09-12,"中国,香港","张国荣（英文名：Leslie，1956年9月12日－2003年4月1日），原名张发宗，是华人社会最有影响力的演艺人之一，香港知名男演员、歌手、舞台表演者与词曲创作者。别名哥哥（gorgor），有传是拍戏时王祖贤对张国荣的昵称，及后广传。
作为歌手，张国荣是香港乐坛的天皇巨星，粤语流行音乐的代表人物之一。1977年他凭一曲《American Pie》获“亚洲业余歌手大赛”亚军并由此进入歌坛。1983年推出唱片《风继续吹》，与唱片同名的粤语主打歌成为张国荣历来最受欢迎的歌曲之一。1984年他的一曲《Monica》唱至街知巷闻，《Monica》 也成为香港流行音乐史上具有里程碑式意义的作品。1987年张国荣的大碟《Summer Romance 》销量达到七白金， 并成为当年IFPI 唱片销量冠军；此后他的唱片屡屡斩获白金销量的佳绩。1995年复出专辑《宠爱》全球年度销量200万张，被业界称为“救市之作”。他荣获包括“金针奖”在内的香港乐坛最高荣誉，是首位连续两年同时获得“最受欢迎男歌手”和“叱咤乐坛男歌手金奖”两项大奖的华人歌手。他也是第一位在上海八万人体育场连开两场演唱会的华人歌手。
作为音乐人，他作词、作曲四十余首，是香港作曲家及作词家协会委任的“音乐大使”。他谱写的歌曲先后获得“十大中文金曲奖”、“十大劲歌金曲奖”、“中国原创音乐榜金曲奖”等多项大奖，五次入围电影节最佳原创歌曲提名，并且获得金马奖“最佳原创电影歌曲奖”，而他1988年作曲的《沉默是金》更是传唱不衰的经典名曲。他担任监制的唱片获得过香港乐坛唱片类的多项大奖；他担任艺术总监的演唱会被美国《时代》杂志评价为“Top in Passion and Fashion ”；他导演的MTV、音乐电影和公益短片都得到了广泛好评。"
27217171,英达 Da Ying,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1296.webp,男,1960-07-07,"中国,北京","英达（1960年7月7日－），中国大陆演员和导演。毕业于北京大学心理学系及密苏里大学戏剧表演系。英达是一个幽默的人。娱乐圈多栖，导演、演员、主持人三位一体，无论是扮演影片《大腕》中的路易王，还是主持综艺节目《老同学大联欢》，英达都表现得活灵活现，游刃有余。尤其是继《我爱我家》《闲人马大姐》先后成功之后，英达更是奠定中国情景喜剧掌门人的地位。现在又相继推出《东北一家人》《相约青春》等系列喜剧。
1990年起任“北京人民艺术剧院”导演。1995年任“英氏影视公司”艺术总监。英达目前是美国哥伦比亚影片公司在中国的第一位合作导演。1995年与宋丹丹的婚姻宣告破裂。
英达一家是国内著名的影视家族，父亲英若诚是我国著名表演艺术家翻译家，现任妻子梁欢，梁欢的哥哥梁天和梁左，前妻宋丹丹，堂弟英壮，堂弟英宁，英宁之前妻赵明明都是影视圈内人物。
北京英氏影视传媒公司艺术总监和总导演，北京吉利大学英氏影视学院院长。"
27226213,蒋雯丽 Wenli Jiang,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1386694608.16.webp,女,1966-06-20,"中国,安徽,蚌埠",蒋雯丽，中国著名女演员，获得众多专业奖项。1988考入了北京电影学院表演系。1993年与电影摄影师、导演顾长卫结婚。作为一名演员，蒋雯丽从《牵手》到《刮痧》再到《大宅门》，其所塑造的每一个人物形象都深受观众喜爱。1994年日中合拍的电视剧《大地之子》在日本播出后，蒋雯丽还被评为“日本公众最喜欢的女人”和“最好的妻子”。2010年7月，蒋雯丽被聘为中央戏剧学院表演系教授， 2011年获得第28届电视剧飞天奖优秀女演员。
27228768,陈凯歌 Kaige Chen,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1451727734.81.webp,男,1952-08-12,"中国,北京","""陈凯歌出身于艺术家庭，少年时期经历过文革和插队。1970年，陈凯歌参军。1974年复员转业1976年到北京电影洗印厂工作。1978年，陈凯歌考入北京电影学院导演系。1982年北京电影学院导演系毕业 ，后任北京电影制片厂导演。1984年开始执导影片。1987年赴美国进修，1990年回国。他执导的《黄土地》，以其突破性的电影语言，对中国电影产生了极大的影响，并为中国第五代导演走向世界奠定了基础。执导的《霸王别姬》被影评家认为是中国文革后最有艺术价值的一部电影，诠释了中国半个世纪的风雨变换和人物命运。至今仍为惟一获得戛纳电影节金棕榈奖的中国导演。在第47届希腊塞萨洛尼基电影节上获得终身成就奖。"""
27234539,吴大维 David Wu,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1424449177.57.webp,男,1966-10-02,"美国,马萨诸塞州,绍斯布里奇",吴大维，在台湾出生，个性随和亲切，活力充沛，酷爱打篮球，活脱脱是新一代阳光男孩，女孩子梦想中邻家的大哥哥。吴大维的生活方式，犹如他在银幕前的风格一样活跃，像是一个永远停不下来的好动宝宝，多才多艺的他一向都希望在娱乐圈，主持五个CHANNEL [V]的节目、令吴大维忙得不可开交，节目包括：《大潮流》、《NO SWEAT》、《GO WEST》及他周日晚上的清淡节目《吴满秀》及《百事可乐中文TOP20》，吴大维对工作非常认真，但却又是卫视CHANNEL [V]最爱开玩笑的主持人。
27241389,巩俐 Li Gong,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1399268395.47.webp,女,1965-12-31,"中国,辽宁,沈阳","巩俐，生于辽宁省沈阳市，祖籍山东济南，女电影演员，曾担任第九、第十届全国政协委员。现为新加坡国籍。1985年考入中央戏剧学院表演系，毕业后留校任话剧研究所演员。
1988年，她与首次执导的张艺谋合作，在影片《红高粱》中扮演女主角九儿。随着《红高粱》的一炮打响，巩俐也被海内外广为关注。此后的两年间，巩俐又主演了两部张艺谋执导的影片《菊豆》和《大红灯笼高高挂》，都饰演了中国社会深受压迫的女性形象。
使巩俐的表演迈向高峰的是1992年张艺谋执导的《秋菊打官司》，片中演员赋予角色的生活实感深深打动了观众，秋菊不仅使巩俐荣膺“金鸡”“百花”双料影后，而且在第49届威尼斯国际电影节上获得最佳女演员奖，这是大陆女演员首次荣获国际大奖。她与张艺谋合作的影片还有《活着》、《摇啊摇，摇到外婆桥》。还曾拍摄黄蜀芹导演的《画魂》；陈凯歌导演的《霸王别姬》、《风月》；孙周导演的《周渔的火车》；王家卫导演的《2046》、《爱神之手》等。她还拍了不少香港娱乐片，像李碧华原著，与张艺谋合演《古今大战秦俑情》；与林青霞合演《天龙八部之天山童姥》；与周星驰合演《唐伯虎点秋香》；与关之琳、吕良伟合演《西楚霸王》等。
2006年，巩俐的演艺事业再攀高峰，除与老搭档张艺谋合作的《满城尽带黄金甲》之外，还进军好莱坞，与一线大明星合作了《迈阿密风云》，也出现在《沉默的羔羊》（《又称少年汉拔尼》）前传中，2010年与约翰·库萨克，周润发合作《谍海风云》，与刘德华合作翻拍自好莱坞同名作品《谁知女人心》。
“全球最美东方女人”巩俐是中国女星的国际代言人，是中国在世界影坛成就、地位和影响力最高的女演员。她创造了中国影人闯荡世界影坛的奇迹。她是第一个在威尼斯电影节上获奖的中国女演员，第一个代言法国化妆品品牌巴黎欧莱雅的中国女星，荣获法国骑士荣誉勋章，被《People》收录为世界上最美丽的50个人之一，加拿大蒙特利尔世界电影节上的特别奖，第51届戛纳电影节的特邀嘉宾，被奥斯卡委员会接纳为会员，第50届柏林国际电影节的评委会主席。"
27243466,黄磊 Lei Huang,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p20776.webp,男,1971-12-06,"中国,江西,南昌","现在在北京电影学院任教职的黄磊，出身戏剧世家，父母亲都是舞台剧演员，所以他从小就是生活在戏剧中，耳濡目染。1977年六岁演出生平第一出舞台剧《甜蜜的事业》，在剧中男扮女装，饰演“梦弟”一角。
1990年，18岁的黄磊被陈凯歌导演选中参演《边走边唱》，出任男主角“石头”, 凭借此片入围戛纳影展；1993年在《霸王别姬》饰演“嫖客”；1995年2月，受张国荣邀请出演香港电影《夜半歌声》；1996年凭借该片提名金像奖最佳新人奖、获长春电影节最佳男配角并荣获金鹿杯。1998年与黎明等一同出演许鞍华导演的香港电影《半生缘》；与刘德华等出演香港电影《爱情命运号》；11月接拍娄烨电影《紫蝴蝶》。
1999年出演徐立功导演电视剧《人间四月天》，饰演民国诗人“徐志摩”；与刘若英等合作台湾电影《夜奔》，该片为当年台湾国片票房冠军；与歌手林强合作合拍电影《哥们儿》，该片获当年香港评论协会大奖
2000年出演李少红导演电视剧《橘子红了》；出演陈凯歌执导的首部电视剧《吕布与貂蝉》；2003年自编自导自演电视剧《似水年华》；与陶红一道主演喜剧电影《38℃》，该片获华表奖。2004年自编自导自演电视剧《天一生水》；和管虎共同执导悬疑片《七日》
2006年开始出演赖声川经典话剧《暗恋桃花源》，饰演江滨柳；2008年出演老舍小说改编的电视剧《四世同堂》；2009年出演赵宝刚作品《婚姻保卫战》；2011年出演《男人帮》；2014年接拍香港电影《窃听风云3》并和李雪健等出演电视剧《嘿老头》；2016年接拍电视剧《小别离》和《深夜食堂》"
27248891,冯远征 Yuanzheng Feng,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1381744526.75.webp,男,1962-11-16,"中国,北京","冯远征，中国著名男演员，国家一级演员。祖籍陕西韩城，生于北京，1985年考入北京人民艺术剧院；1989年应邀赴联邦德国西柏林高等艺术学院戏剧系进修戏剧表演（主攻格洛托夫斯基表演学派）；1991年回国，成为北京人民艺术剧院演员。
2022年9月8日，冯远征正式被任命为北京人民艺术剧院院长。成为继曹禺、刘锦云、张和平、任鸣之后，北京人艺70年建院历史上的第五任院长，也是北京人艺有史以来第一位演员出身的院长。
2002年他在电视剧《不要和陌生人说话》中塑造了心理变态的医生安嘉和，显示出他与众不同的精湛演技。2008年，他在电影《非诚勿扰》中扮演爱茉莉，是片中最出彩及令人难忘的角色之一。2005年，他还导演了电视剧《滴血玫瑰》 ，展现了自己多方面的才华。
冯远征形象出众，演技精湛，是最受观众喜爱的影视剧三栖明星之一。
冯远征的妻子梁丹妮同为演员，两人是圈内的模范夫妻。
素有内地梁朝伟、庹宗华的美誉。
2013年受聘北京电影学院特约教授，担任摄影系2012级表演课主任教员，结业表演话剧《哈姆雷特》；2014年第一学期担任2013级MFA艺术研究生班戏剧表演主任教员，并导演《足球俱乐部》和《等待戈多》两部话剧；同年11月担任电影学院摄影系2012本科及研究生表演课主任教员，执导话剧《死无葬身之地》。
代表作品有话剧《茶馆》《足球俱乐部》《知己》《玩家》《司马迁》等，电视剧《不要和陌生人说话》《老农民》等，电影《非诚勿扰》等。"
27256028,张丰毅 Fengyi Zhang,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p46345.webp,男,1956-09-01,"中国,湖南,长沙",张丰毅，中国内地著名演员。1971年初中肄业，从中学进了云南省东川市文工团，先练了两年京剧，然后练舞蹈。1978年考入北京电影学院表演系，开始系统地学习电影表演艺术。在校期间，他参加《塞外夺宝》。1982年毕业被分配到峨眉电影制片厂。1986年出演了六集电视剧《朱德》中的“蔡锷将军”。随后张丰毅出演了《骆驼祥子》、《和平年代》等口碑甚好的电视剧。1992年和陈凯歌、张国荣合作的电影《霸王别姬》，一片叫好。张丰毅正是凭借这种入骨三分的演绎和正直仗义的个性取得了开阔的事业天地。
27481220,杨立新 LiXin Yang,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p11567.webp,男,1957-08-01,"中国,北京","北京人民艺术剧院国家一级演员。曾经主演话剧《茶馆》、《天下第一楼》、《北京大爷》、《蔡文姬》等。主演影视作品：《甲方乙方》、《半边楼》、《我爱我家》、《明星制造》、《东周列国》、《守候幸福》、《漕运码头》、《心理较量》等。曾获文化部第二十届梅花奖。北京市第一届德艺双馨（艺术家）称号，享受国家特殊津贴。
杨立新喜欢读书，还会唱京剧、越剧、二人转、京韵大鼓，他在《天下第一楼》里演的大少爷反串旦角儿的一段，都是他现场唱的，他管这叫“艺不压身”。与杨立新的交谈的一大感受是，他非常自信，不了解的人会以为他有点“狂”，他的解释是“别人不说我好，我再不说自己好，我还有好吗，关键是我还有点能力。”"
27504241,李碧华 Lilian Lee Pik-Wah,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1470202176.98.webp,女,1958-11-30,中国香港,李碧华（1959——），女，原名李白，广东人。出生、成长于香港。任职记者、电视编剧、电影编剧及舞剧策划。代表作品：《川岛芳子》、《霸王别姬》、《青蛇》、《胭脂扣》 、《生死桥》、《秦俑》、《饺子》、《潘金莲之前世今生》、《诱僧》等。专栏及小说在中港台新马等报刊登载，并结集出版逾七十本。多国译本已印行。主要文学作品还有：《白开水》、《青红皂白》、《纠缠》等。香港文坛大名鼎鼎的才女。她才高意广，行踪神秘，从不在大庭广众前抛头露面，坚持不公开照片、身世、年龄，容貌不详。李碧华擅长写情，揭示人物复杂丰富的心灵世界，表达了作者对情的执著追求，并融入历史的、社会的、美学的、哲学的意蕴，所以她书中的人物独具一格，故事别出心裁、瑰奇诡异、雅俗共赏，为她赢得了“天下言情第一人”的美誉。
27504242,吕齐 Qi Lü,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p13148.webp,男,1925-08-29,山东,吕齐，1925年生，山东人。1942--1947年在本校浙江省温州二中就读，北京人民艺术剧院一级演员。吕齐在电视剧《编辑部的故事》里因出演杂志社陈主编而为大家所熟知，他曾经出演过北京人艺话剧《吴王金戈越王剑》，《雷雨》，《上帝的宠儿》，《贵妇还乡》，《李白》，《野人》等；也在电影《霸王别姬》里演过张国荣和张丰毅的师傅、“喜福成”戏班掌柜。和刁光覃、朱琳、苏民、郑榕、蓝天野、童超、英若诚、林连昆、朱旭、谭宗尧、濮存昕、梁冠华等一大批演艺明星一道成为中国话剧界的一道绚丽风景。 　　吕齐在总结自己几十年的表演经验时，特别指出：“演员的每一场演出，都应当是一次认真的体验，而不应当是一次简单的重复。只有真正生活在舞台上人物的规定情境里，像一个活人那样适应着一切，才有可能让角色永远冒出耀眼的火花儿来。” 　　有人说，吕齐是一位“不断有所追求，不断有所进步，永远没有演腻，永远还想创造”的表演艺术家
27504243,李春 Chun Li,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1502185074.4.webp,男,1978-03-01,,暂无
